user_id,token,role
k6_bidder_103_2,pts_c2f7f2ba8e4ac0654f320c16ff85bac1622526929fe40e15bec94ea0c97c2964,user
k6_bidder_103_3,pts_b9a0f26cc8bbad4e1a6c6ac3fd2334499733507371b539fcb3d285e476bbd137,user
k6_bidder_103_4,pts_e92142b0285b58d623aa72ffe6e2f051da9c68392e0fa48e9cb34b5ebf56b049,user
k6_bidder_103_5,pts_a52918f3266e03d3f9dc6366790c1b89056396f4ad398224973ad71eb9b0c4aa,user
k6_bidder_103_6,pts_4f65b06a2976fed96fdb11f57f128c842758b52f6c08529dc45650669a38100e,user
k6_bidder_104_0,pts_87e5600c113e62aedd750a9a085ac4006b8aa9a2ec94f895ae6e626400163b60,user
k6_bidder_104_1,pts_8d451a02140574c0dfe6dbc77785cdddf27a01408de6d38e7b78f9123c463ca5,user
k6_bidder_104_2,pts_479e9cb9473caa272db30b90a06367fc86858e6db7455c572a82026d9a098c44,user
k6_bidder_104_3,pts_cb57bb8eaa827bea28a10d95ec6378973bcbbcb5238931cba806f2ec78d0ec82,user
k6_bidder_104_4,pts_e55fd09d6b6e42af6b673dbe773c8c37868cb4fc13a18d4838d6b604e4ab2c38,user
k6_bidder_104_5,pts_1c55e13b418e5061ce0fb23a2f890f4a129f1e21b03c84d52566392678a1cc4a,user
k6_bidder_104_6,pts_59f79d42d00451ba359767f2349f199398ca86153985517d0401eeeab4b58dd8,user
k6_bidder_105_0,pts_cfbc54769c7113979c155ada24e838a2e2b14067b31b6dad7fa5f5656ac27f1a,user
k6_bidder_105_1,pts_70a29b7118d82160b2d03b3d83ebb1562ae23d4b663a12f7f6a40f74760858ed,user
k6_bidder_105_2,pts_ddbeac69a358c04c27188b0509abb8c912853496ef02af161ea044b86dade1b3,user
k6_bidder_105_3,pts_b128249dcbd801640ae54ea09bd9a552cd3afc2a5be2628d02a8c8bba6f4574d,user
k6_bidder_105_4,pts_8501a5de100631a033c405e2dcf29c4cea50ddcba738ef9c05cfa962cffd8645,user
k6_bidder_105_5,pts_aae84d15bfdfdc2b345a4144cfc05453ff391f1cd5011b88a25aa522a88e2118,user
k6_bidder_105_6,pts_62d34beabb2c3d8a8aa9fc438f632582babd1e386fb345ce8c29829affd288a2,user
k6_bidder_106_0,pts_0add91813dac37d76a79d15423aee0023af5057ee3b0dc22a47b40206f30db2f,user
k6_bidder_106_1,pts_be4439a6b5e2ceebcd1728bdba75667f7121003d67ee16c3501835b5069455d8,user
k6_bidder_106_2,pts_5c4b56ba4cb04bc50b21d70d359a1dfeceb66869a8cc226c2adc7ecf1027dbd7,user
k6_bidder_106_3,pts_fd86237501c53b937d8b928999995e907544d396ced0543d6a3b802c83ad1fab,user
k6_bidder_106_4,pts_319e6135a70a2fe03f50754e4a356a22365e54065ad15f17f352ef1b7fff9a4e,user
k6_bidder_106_5,pts_11eca2f024f64245c5c2f93e1154c2bf358ce5adf4c52c7e937146eb2639881d,user
k6_bidder_106_6,pts_9f294fbcf28d4b18222922e82d7b0fc73f6c0bd4f4de406e8fac02a1d9641345,user
k6_bidder_107_0,pts_12a6978226939febea9e79b6dcc10c7e9cd851070d5f6ffbbc495a22f8054a13,user
k6_bidder_107_1,pts_d9f97c6d4b11b1159984d7f4e59472eb55485ae89cd791cb17bca8705912d6e4,user
k6_bidder_107_2,pts_8c7f2bcad0cf4fb4172583671d78ac49a1d7366494ad74e319015068592bf5a1,user
k6_bidder_107_3,pts_1af9899b501e4358ae3bfc07230eab14f517616edbfbb94c19a26b7eb5a6edf2,user
k6_bidder_107_4,pts_52503694e9ddd06672ee42476ce34f52406b22ba3ef2dd51403c410efc2f6e36,user
k6_bidder_107_5,pts_a2e3760e849909aab912e42d7be31a29502c4192879e84922a99d2ec711b65b5,user
k6_bidder_107_6,pts_c52f75f160f24634a73e6d4cadb5f899fd5c164bc99376a53155ee659300adc8,user
k6_bidder_108_0,pts_0e905b02221e0c4590538a97cbcc43e7f6520dfca4f80566dbb5898928903c4d,user
k6_bidder_108_1,pts_40b2f6c0a14b624d19ff9a7661141c12f91ce4a6f39ae659c27ac888c23176b0,user
k6_bidder_108_2,pts_51835de2312c3f4e771866eda2fe67909512c5a616a2a14d725b3072d5148bc7,user
k6_bidder_108_3,pts_b04f7bc06d8334d8cde4401b797ce5b08ca95c15017b6acd345c6d9e51234cb1,user
k6_bidder_108_4,pts_e866d94caa2c1710f06a9348cee0ac43554a139117448a74f79f6248baaedaad,user
k6_bidder_108_5,pts_9b150cce8228e41be2d0826bc928f59c41e9b2b0c3c62441d357feec61027ed4,user
k6_bidder_108_6,pts_cf3496504fcf9b893733365aae968287224b8d919852ee61910aa31b727c6784,user
k6_bidder_109_0,pts_5981b9cb04f2375d162a8ffe2386f5079aeb7d83310dc82cc7323c9bb43c183a,user
k6_bidder_109_1,pts_5e471f26a125249f99ee2e304ad7acefcd175da2722f5051fc8962e191353d12,user
k6_bidder_109_2,pts_c37ce1be52d373552879b0002a063e66e4cd8d9b81c8431646916a4bb2192046,user
k6_bidder_109_3,pts_8a51ffd3b5f0ca4c4076a3baba1cba8afe07fb4a35a0f0056975b0a76b1da48e,user
k6_bidder_109_4,pts_26db21c13b5ca2eb17754e800900396a95daeaa706126ec09d0fff768838d25f,user
k6_bidder_109_5,pts_f2c1283e5647e2c6f0e2c94beaf050d5c665b0dc4088c309a2dc8f80f35100cb,user
k6_bidder_109_6,pts_01e068f5ff9031f9f06ec1c81eeb073bc316ea005c618ca6cf95c53de1ee47aa,user
k6_bidder_10_0,pts_2580310854f9594a8a4a223ad8ed9e8d2075f506895aa9d7f0352c012d143493,user
k6_bidder_10_1,pts_71e3df675d585fb28777a8e4fbc9f32feab4809feae717a1c26e928f7c211251,user
k6_bidder_10_2,pts_e38fd36adc44ab027f4e15ed35886b8221796e1592a606ccdd00b6ddcaea8142,user
k6_bidder_10_3,pts_5804fd7f65db84ca1480d159171ebb580bf47e7bdda43412b702fd93900aca9e,user
k6_bidder_10_4,pts_53b84235708c997f516baeeb332ed6840e2bcb700bb9a18b78e2fee3b057c9f7,user
k6_bidder_10_5,pts_523e935d1587c27f7670c30b2e771cde0cb74197f9401769d14f75190ee6c44f,user
k6_bidder_10_6,pts_854b31cdebc0ff452b12029f9ae0098a86ff455716ca054c545734f807f8bc75,user
k6_bidder_110_0,pts_95eee4de198a09aceeaa700aa81e869e3051ddf2de4f510a743777b08f479053,user
k6_bidder_110_1,pts_90aa50470e2447c3b8f498d440579707d9e17936e03c446f7796322cc135e42b,user
k6_bidder_110_2,pts_64934fef38544bc61d27b2d0e2896482b5f7289947011c4a8928cfbca9ac0106,user
k6_bidder_110_3,pts_c6f460935e1af1535d35ff58415614055b6abbd6c39597f4d134a1f69ad9b661,user
k6_bidder_110_4,pts_36f99f8b1c9694e4d5f984c6e396ee3aa8999ab0fd17aaf32be3ed657feb5159,user
k6_bidder_110_5,pts_3b362458f2b436a22c2a20e0dd65629451854fd7b260d2f1725f2dc9c3dbbc82,user
k6_bidder_110_6,pts_2b71586c40c9c5bceea37278c9496539523b394e377c745a598f768d0d53fceb,user
k6_bidder_111_0,pts_88630ad04764bc0e707cda9d309eb892031f91f9f62aafba6fb83d8e37dff67e,user
k6_bidder_111_1,pts_1d58970c4e652893a7453ec7873cbd5551a120fb1a149e20d090b5713ebcb5ae,user
k6_bidder_111_2,pts_f489a5aa744c7c835c71dce887852e722c69eb65d238701c0af1df7d6a59d176,user
k6_bidder_111_3,pts_349353f4dae6d81868f723e177b3cbcea7f79cb81507f157a71841654c14b2ef,user
k6_bidder_111_4,pts_ce73fc345242cd57bd8f35c3a1c082e451091a8086517400a02926900cb1f8d6,user
k6_bidder_111_5,pts_129df2c0bdc39624afc8604cb54731c65abc58daa92ac1d19ba2d86110fe9eb0,user
k6_bidder_111_6,pts_d4a4f9e4791a6ca3a64d2493ae3c84556c6eb7479abccf8ed99cdf68ef49fb4c,user
k6_bidder_112_0,pts_e70705715b7da545ead5e05b52d81c79a0ae4618e20b6389f862a95c3a670f0e,user
k6_bidder_112_1,pts_8aa4fd3da13b3285f04a5421de0d4e774551392f06f266d2962150cb9f3b53c1,user
k6_bidder_112_2,pts_12e2c886104cf1f4ab7839066f6201eb8d394b6d6f8ed45cee93f842a86bca79,user
k6_bidder_112_3,pts_356796459a790730e87be45f6978383da6792fc3375dd972b0afdbc7282e5b9e,user
k6_bidder_112_4,pts_89403909c92a8353b6944d73c004179cd2cd8a7640bc5ffd067166dc44313c2c,user
k6_bidder_112_5,pts_9427976de755614db62d09ebe5ccbb1cc8d3aa030b28155606304682a36d5612,user
k6_bidder_112_6,pts_371db2e5236eb01f6800bd5115e07d8e9553c72c8e545bda5fbeed2dbac42921,user
k6_bidder_113_0,pts_1f5e9462bccf9dadab58e717f651c2bc0089047e8a7db0a56d2aace98eb3e7ff,user
k6_bidder_113_1,pts_a776547d8ba2c1a799d656e39adcbd64259f41d20d04374b9ba4fa52440e649e,user
k6_bidder_113_2,pts_d71c6dc766c66edc67ee30383c1fef19f7d4582d135ddbb8248eaae013118e42,user
k6_bidder_113_3,pts_e563cdee2335222811a93d4bc4d1a38007e4c20db2044db8737fb4b5d5d0df77,user
k6_bidder_113_4,pts_b5864253aa6d5e94e9ddbb9b812d4869d64a6ce28bbffe7ca07d66284c2ba72d,user
k6_bidder_113_5,pts_4a9ff030e2115091981408f6f10851d4b3d3faf5f1551fd2e035827eb6cb9027,user
k6_bidder_113_6,pts_c3739181739e5311914a67c1831eecbcc092e1c24263a78204fbe2b4dfa0880b,user
k6_bidder_114_0,pts_4cd927bbb71ec81d9e2043f38ee97fea7ba9c0d81521cbb4d249adfd71caeab4,user
k6_bidder_114_1,pts_e74a97061a88bb7d042f8cb8947ee8cee9b483b1ca184f472bc12fd2047bced2,user
k6_bidder_114_2,pts_9427873e2b6e7c7157de00ccf424f14d135a006c5691a0d2d845f7b079b3c6b5,user
k6_bidder_114_3,pts_46b7183ca5df7855fff23cf31bef68f08614085cc5a7bc31762fd1a2a8f2b474,user
k6_bidder_114_4,pts_a66efa62b915d40f29325fd63bf3354d818ba4aa6006878e6c5bd227d42b1528,user
k6_bidder_114_5,pts_b18189018a2eef22e368be3c04603088714ee54dc440651c363869cb63b066b6,user
k6_bidder_114_6,pts_9a07ac76f0f8fe16ae481bce6f3f389556606a3cf0dc6c016ea97d6fefd72f26,user
k6_bidder_115_0,pts_b5291e05c58e2808905094d7b3e71eafadb55b8d10d179f7781ae441ef06b193,user
k6_bidder_115_1,pts_064132016f73c3c4699467b8902e854613cd989ab4517035360c88759d5a72c9,user
k6_bidder_115_2,pts_15deedb64e8aa377b82fea08d26732775f34b70fb24a1680677565c311c36f3c,user
k6_bidder_115_3,pts_59218873501ea909b5c40af7a907a0d7f8673e108ee39877bc32cb062ab2bddd,user
k6_bidder_115_4,pts_1e71cbcd93dcd91df6b41e86b16ec1c473af07051fff4b36d7348c3120e4c2ed,user
k6_bidder_115_5,pts_e5f6952bf5b3f68ec05c8e30f5ab8b97e183941b27d6f092563bc6ef41f62b9e,user
k6_bidder_115_6,pts_7521f8f3af458d986b7f9df1bdc755d4c14280e1025b863c66c914be368a22fa,user
k6_bidder_116_0,pts_7de8a4bea76be6fc463433cf7302b967e4d9af83b5091694f8fde16ee284c32d,user
k6_bidder_116_1,pts_ff5a67f67255e8f6d012a52d3aeb261eb7bcac2883841fcaf1d202f4932ba325,user
k6_bidder_116_2,pts_a9e237c79df3e70a00b1ca90085f051a78942963536211d36bfeb0840c6b700f,user
k6_bidder_116_3,pts_1d11758b0aa53d923e81e46f64cfa0076e08c8f0314028266c9644d7dfff0d9b,user
k6_bidder_116_4,pts_585559270c5537636cc463a7be1f89d4dcf6ba2781058b489b53f208a1284f45,user
k6_bidder_116_5,pts_337751b08bd874a1e5e84b2316d25e67c009452c81c8176dc8a0eca5e1c9e2a4,user
k6_bidder_116_6,pts_9d014ca6fdf58f30530b7cb092c54723a0dba4c2f445ccfd20a5d589d54bc054,user
k6_bidder_117_0,pts_e7562ae6b379f87d3999f813b293e141ac743e0c01e5d17492fad36b29961e25,user
k6_bidder_117_1,pts_cf9f4eeffda64fd4587392ce829fc54f7c01314d883f6f8d3d6e13a74b3bc95d,user
k6_bidder_117_2,pts_844c536a23c8e231fc904cb98a6bad2f15031e141c9881cc66643ec84d2fda65,user
k6_bidder_117_3,pts_67e83eeb16687253a6767ade6c935598819edb84be5dd4e2da44fc27af06b348,user
k6_bidder_117_4,pts_b64daa018ac0cf220ae14bdd244eda7ddaa9a7972a64bd2c174e0fbb49d74f10,user
k6_bidder_117_5,pts_cce3b82ff66b94469b0f4f2a268e045da180368fb697c7628552d99bd77db65f,user
k6_bidder_117_6,pts_de8ead35d068d12ca9a760328b9e66a772bf67ce741367bdb5a3a51de1ec0936,user
k6_bidder_118_0,pts_903130ab478e30e041c9d8d7888f573d6557077175e4d305f7f6f88a6b09902b,user
k6_bidder_118_1,pts_9e3075382d0f7bc8eebfb46f9f85772ab35440d838e0430cd189abb70c6b5438,user
k6_bidder_118_2,pts_55388fda029cace286422d72d99a37125041408b9d335bd2c86b7d5f5800540e,user
k6_bidder_118_3,pts_2b8d227bdea46888ac5d58ec3da246a674cadf19bebcdcf4a84301e00e22dec7,user
k6_bidder_118_4,pts_b57195da80b1d00a97f464b62ee6fdc2402fcb0412282ff3d12df66c01e616d9,user
k6_bidder_118_5,pts_7a1c96e7446f090ff6c082595c09a16d6ec84b2bb194c285402efe67552b00bb,user
k6_bidder_118_6,pts_101c59d4c451ef30ad7d474dab1128ee6170df44ca1feb8201924fb69a6f831f,user
k6_bidder_119_0,pts_838763d635c7ff546ccfe92165c3809975f43ba2bbda6a278bc913c61de12b6b,user
k6_bidder_119_1,pts_e72377f3b493526ab51cf5c697e4e0fc52ef678d340f8db7280c70aff0b9e37f,user
k6_bidder_119_2,pts_6a9f1baa320eff4d01d5d20bb241dce2f77f7c1edc2c1768e296f63550f20781,user
k6_bidder_119_3,pts_5fb6228e2e51a2175a7fb67c87c970c54d6aead02b5bafc3bf396144b290ba70,user
k6_bidder_119_4,pts_527a13593e09991806556139e998ebffec5e6f2247f08bfd5dd3b4c48395d7d8,user
k6_bidder_119_5,pts_b91d8c1bf4bfe09dc74895047692d06ccb64ab7f3ebb1f4635b0a670a2a7954e,user
k6_bidder_119_6,pts_16395c92211729a701ee9ab966ec1b4cb38a530be51ee673c1e6f78fe61a0a1b,user
k6_bidder_11_0,pts_770b277c12e33bb380ec29dd6dc13b00c7836de5f19fb9f6ea66b478242e4866,user
k6_bidder_11_1,pts_167c9cdb1bb13c57876d2ceb876d6b0531079af05f4f9fd8abca3e0294b271d2,user
k6_bidder_11_2,pts_ebe5393504b264e50088f7480675b6b0a4097a02682f8b046a669d30ec7c0653,user
k6_bidder_11_3,pts_0a3e98af529437e8572ec15008a47ee73a0c742a5b33213ba3983fe732b1032b,user
k6_bidder_11_4,pts_61b3ad20167ec8f3a6f78bd0a2287a48fac48f4a7a0da91acdaf8d3be1039290,user
k6_bidder_11_5,pts_d104fab7f5f569f89cc2575202708f6e76922cfc7bfb0b11bf2d0992cad9bc9b,user
k6_bidder_11_6,pts_d73ac38800fc3f43fed343f4412f0b4d7892ba491da364185a44ac594b197890,user
k6_bidder_120_0,pts_d30814cb1a6d675b1a2aa76687765d001ec0005f6ef6bdee9f1eebb2050f4c8a,user
k6_bidder_120_1,pts_09133e38704c105d3b4728f5638dedd2b4c5f0555646569fad2f0f7fda5d17cf,user
k6_bidder_120_2,pts_233e8a183db69766088dbdd7162fb1b71487176f845685624a8d6aeca27e189a,user
k6_bidder_120_3,pts_6cdfcd054d781a6f69d5660682c02b99e41aeca8e44c45784d5ac402498fa9cf,user
k6_bidder_120_4,pts_0d5f11081cc289cd5c5f73ad9c06a01e10457988691a9546537949274b784009,user
k6_bidder_120_5,pts_64626206bb36a978127d558e94f30a717e4aed9d711926a455a935f6d226d9ec,user
k6_bidder_120_6,pts_d4d49129843dfc6869e8132cd1c97d1fb4a416965f897395ef02dac2983e698e,user
k6_bidder_121_0,pts_5c33dc17545c36f6e1a99efa0720289f2cc946c48467423855c95d8005cff266,user
k6_bidder_121_1,pts_c153bb7ec6670fbc908a134bfc43612b5527b96f67ce90387244960a8df6138c,user
k6_bidder_121_2,pts_0d4d85d43ccc5fc7aa17142010b7b79bc3c933e922edd885fa3905fb2227e42f,user
k6_bidder_121_3,pts_62bb3c0c41fa271fa8b57475e75e65bbf865d947e9ea95bc66b01258715a8c1d,user
k6_bidder_121_4,pts_5b0a5c5d6ea8d8e7b38c2d10a54788f990948a32a3944503ddb4591f54382533,user
k6_bidder_121_5,pts_43acd98ac00fc599291e31010be494a78931ef76b01fbe9d587844b1e5442187,user
k6_bidder_121_6,pts_dc7c83d32a07162944af27ed7bf802891fe7aa6077953786ec183d15f174dfb7,user
k6_bidder_122_0,pts_56d8c21d043c88849cf95043169220ad0210dd334f10394c0e3776687c0196f7,user
k6_bidder_122_1,pts_94f848f5b24a7d53717efe72206903644f77c6c0c81aead8e0cbf6b7e720f45d,user
k6_bidder_122_2,pts_406b801086affa7fad20e06287e25479af34b0f9ddb4aa3b8de47207118b3cd6,user
k6_bidder_122_3,pts_1b18399278faa2fc6dc5b8a8d0b40ee651f7f0a8c0f0469c13b3f3b854f115c3,user
k6_bidder_122_4,pts_20136dc57fc42a29068489e46d525611c556da30773dce42a64a5b8c612dda33,user
k6_bidder_122_5,pts_6b89b444b341082f247a828efbc455a83b1f20d8c842f42bb0967d2b59999adf,user
k6_bidder_122_6,pts_569737f1fcf9f2a4913b22d8fd0eac42cfa8776d094e5ab7c0f53b2d0e8cb32d,user
k6_bidder_123_0,pts_10f72e53c48264e84b164dc1f2008380b31276c62e8b365dc9b02befff77ca74,user
k6_bidder_123_1,pts_6a93c641229bd3058560d5852c753895bca08756979a99f10d9fa68d97c2fd8f,user
k6_bidder_123_2,pts_1bb69aa6a1af05025fde45f045e2c2b68eed44cbaecec03e21808e1d8443045d,user
k6_bidder_123_3,pts_b057cee642b258df1848c7b7a06f52fd0e6b36de426493796246c2e2a912d9eb,user
k6_bidder_123_4,pts_320120518504c26cdfa9991419aeb9c25f0d81c1081617ec010df92a2e2a6ab7,user
k6_bidder_123_5,pts_060530f19ecd264352a59086038709ae43fc6330bb233814737061e2b2570ed8,user
k6_bidder_123_6,pts_aa3c402a5cb2c5af8dc800fca7b44d384fbe7b50e0ad510d0092d8880a50b11b,user
k6_bidder_124_0,pts_6e9ab0395d9bd63e493947b22a0c7c7dd5e38ca791cccf00502da7ee9910c556,user
k6_bidder_124_1,pts_1c82e0f0bdc6c9ac6478c7c4fa840d4d11759b00b21b0f58494cf1f642e6ae4b,user
k6_bidder_124_2,pts_bf6e536436f2a43ec067c39373f14aaa53fc9c20552db7308c55586032ebf12f,user
k6_bidder_124_3,pts_be426f2e450350c7ed0bee3c393b8f8b6d279a1cd3504a53661f8ed8c56642a1,user
k6_bidder_124_4,pts_b4aa83fd292d6ef186667dba885d41773ba19e8d07205ebf5d1a3c410c5a18e3,user
k6_bidder_124_5,pts_e368ff99b0762d134ca03d32b81e2e1bb983de31b6144e4ea81eb46b1254e8a1,user
k6_bidder_124_6,pts_eec0342d507baac330fe3830f485d8dccc4a0b9c1309f1c4a10c8e4f2f771574,user
k6_bidder_125_0,pts_bf5c20589896a7920a3c08aefd74c41bc045e7c55fd9836d56469e1e395bb305,user
k6_bidder_125_1,pts_e849c266ff49821c361b299385755079e1485411490867895f11442a7aa31e4c,user
k6_bidder_125_2,pts_96549c52495be39326e402c6986adb452af4d82ff6b4439ab841a0adf2db808c,user
k6_bidder_125_3,pts_97d40d75e9cb1a8babbea858f4de4f9067e42039deb5de78d7da48efc9b1a6c2,user
k6_bidder_125_4,pts_2e29a43e06d812d242908bd8c93eb2ec5f1c48d1ff67d601ba382d69f5eb0b10,user
k6_bidder_125_5,pts_adb27d1b36b96481151ccab585cc3ef50625e97320c19ff9761d483db4c796d5,user
k6_bidder_125_6,pts_4763345e4d9cadb09d17cc939fbf2356bac19749ccdf75d6ff2f3230a46b9dbe,user
k6_bidder_126_0,pts_eff3cd179bb600b89363755f058bb626a46cbc7c81a4eee99347b3f23fc3e26c,user
k6_bidder_126_1,pts_9bb8fc446a626853bba03877038cae5d7dbb3ef976dd70b7ead916cc3b72a548,user
k6_bidder_126_2,pts_6b607d584372222378b0fcc9f3f38910208a44a8c14e6ed9d8f4115d50624b16,user
k6_bidder_126_3,pts_4cfd0d94c98a0aebd2667362b2f5c5e39fb5183d288bdaa48608f8070368fb2c,user
k6_bidder_126_4,pts_4e7199085e779557ff3bed5f5fc99277191fd0025a7a0f17a3ea1831907a845b,user
k6_bidder_126_5,pts_c69b090f585795f221758fd505eb64eee3133e35d5d1700cf0f10e53a398650b,user
k6_bidder_126_6,pts_1b84e5f27df46bbfe0af1f74eeb64fde452800ff5ad7e8d67bb0f2323dded4ff,user
k6_bidder_127_0,pts_2583664019c23cd9928507d277ca5d23b58d8b335614b8e09eb809b0b0b961ef,user
k6_bidder_127_1,pts_0a40246db49f9552bf0ab7340111d78b59653154ceed188aea7ae2369e69b125,user
k6_bidder_127_2,pts_64025772793f5ead4840cd000e075d05ff4046d43361ec60318c344c55491edc,user
k6_bidder_127_3,pts_47633e075ef8b4f30fcdc7b4f400d14585b6edd7eed6d217e6b157ba98454ac0,user
k6_bidder_127_4,pts_1ef005e0e40f2b95d012faeb62fb71d655960acf6833ccf184c9fbf35fb01c82,user
k6_bidder_127_5,pts_bff7a4374f0872ccfd57b84e32f73a48c04e0d962dd9b366ec23f8cc002ea83a,user
k6_bidder_127_6,pts_815d923476e1b1ef1d2a68ca2fefb92a380b6b71dda58c5fcda85cfd41d0e9c2,user
k6_bidder_128_0,pts_324689118399e1da71ffab15421a5dcb273095845902d52e542a2ad13956a338,user
k6_bidder_128_1,pts_689720ec189ec33fa4036698c5d355f0e43b7edafa49d4280d5cd6c06058c6fb,user
k6_bidder_128_2,pts_5ce3793de289c4701704238c4b1680caf43694a4a205b176015c0ffeac648aa4,user
k6_bidder_128_3,pts_b2db44e2794953c4ed5b357e94b3785be6d3a2f8267171b1b3fa1ba86c3edef1,user
k6_bidder_128_4,pts_925f1822fdd0fa4d4975635531b33f24401c0436fa83cdf7a9aeed2eae3c46bf,user
k6_bidder_128_5,pts_43491e08601617df24f69a40240b2a146659b2bfaf42a258e25d3141f1c0f985,user
k6_bidder_128_6,pts_13d47bf061bff35bf8c181c769b7a2a6e962be0919abbd020d69e0d5f82b5c40,user
k6_bidder_129_0,pts_2ea7438e9a46f2a18886d64f1118218bcb36b03f095a5bfaca379f1b9fb9b28f,user
k6_bidder_129_1,pts_d379b1a76600e83fdb4ef195d01dd18bdf2a9d370cbb5fd6e422264baa7bb9f2,user
k6_bidder_129_2,pts_46e757ac00be0b4cb8f212fd3efbd1ccaafa5e4e943a59b1ee60ed9555edc99e,user
k6_bidder_129_3,pts_7336e0f4703fbcedaa50a1e508381e6ff1da1b5a3530cb6b4ba2b9725583d38e,user
k6_bidder_129_4,pts_83cc7064cce34470bc4c881040431d81c356b495cb46b0815db2bb5c93c3835c,user
k6_bidder_129_5,pts_f34100e914330dc936254659621061aee2cbc86f738de64f6953583610b931a2,user
k6_bidder_129_6,pts_f633aea2d389c1bb532e4bfa8ce2dcd37137cb34717def2409246364bd2b9120,user
k6_bidder_12_0,pts_420bebae9458305222974dc7427508ae000cb502438bad2d83c86278931d672a,user
k6_bidder_12_1,pts_ecacd89dd28657f3af8a54ea737e3ecba0e050fb772644953e249f7ad0796172,user
k6_bidder_12_2,pts_dc0449204c0a1ca735c105320150d9c078145298720d1b86ceef6fd59afd3ffb,user
k6_bidder_12_3,pts_73ea4a72f290dc46f335e8a691080dd7352c8bde6850624d6a443eec4624a8d9,user
k6_bidder_12_4,pts_ce891b4e7658fcf7ce0c491a076960ed5b62553fcb429f2822cb6106d0305187,user
k6_bidder_12_5,pts_8b1a38069fc6f547a90453d7c5e8fafc6d2ae0d75b1f219847130c85f6284213,user
k6_bidder_12_6,pts_c73bf5d2164c63c7e56c3250ab188858c4c25e7e24549fb8971ff01a492c564f,user
k6_bidder_130_0,pts_f9b0786817d10bb3b8fff8e2e0237eecfa6f70b1e44ad20d466ba52479feea78,user
k6_bidder_130_1,pts_a980d32bfb6ad7653eebe578e57278bca31e713ac49a09bc45969fdc2b75228c,user
k6_bidder_130_2,pts_e2b78542c0cc4496a240c185ed6d9688022913fbc9c76cf41aecda3f9e7519ec,user
k6_bidder_130_3,pts_33c97054b97935a8efe10cb5eba49d7b9afc757558b2a5d51c6ccb509177b6f2,user
k6_bidder_130_4,pts_468f602f5131d656b5149d617a6e24c04d6c822c4aa162e0969a7ed42cd63986,user
k6_bidder_130_5,pts_90d878b3b5885f8fab7ca1d774bc8b4916fa1064e8dd3b43bf9299b4c861eb5d,user
k6_bidder_130_6,pts_a50e40abdfabba65ce003f530634404aed2d17a9f27428a22e6473b1b35c6b26,user
k6_bidder_131_0,pts_9112db08136fae68c9262225f1eeabd248b7dc863d3f634ec88204741240d658,user
