user_id,token,role
k6_bidder_120_4,pts_0626ae1f359a482fcca3135524be882d85443986275955592843d502ea5afb26,user
k6_bidder_120_5,pts_98aa5e50ee9b66c6c4584f64035fb12f8ac8e2ecf65f073083ae730c58c90725,user
k6_bidder_120_6,pts_89e8a8457ab5a46566a1ef29bf07514edf680b6093d3e9af1a138230f699eede,user
k6_bidder_121_0,pts_494df8ae4ddd862ba33606d111eeef6ed444ade05a89283532502a91be05fab7,user
k6_bidder_121_1,pts_655e34015c9939e74dac9dfc707226ab4001f58e9c7c1b8c8db1ac241b8684cb,user
k6_bidder_121_2,pts_72d847c747235434b748b166d5c2bc7fbcaaf32ec78de53eb0bfdd50ecd7de90,user
k6_bidder_121_3,pts_3373cb5d421d77d88290518952990260a9b6447cbb2ea191e3c651ee159bb2b0,user
k6_bidder_121_4,pts_efbcaffadd2b6c53b0dc15e3f0212cf4cc88c5409fbb6b7cd8e5743ef540b814,user
k6_bidder_121_5,pts_73d10f631e58edc38f8601b25285571fb2dd3d5aa02f801c3f0f446b69d6dfba,user
k6_bidder_121_6,pts_7204035736ace274e698e6b65fb24a72997dc9ba40860bdcd0d7e8adb9f7b2d5,user
k6_bidder_122_0,pts_baee9572218bd50c9926c2ec42a40430606892b8edf032bf0699d9335b21d8db,user
k6_bidder_122_1,pts_c5b5f47cbfcaa5a6887766622b0b0cc8a48a4b6dd85bc753c1fed25f7ce31e42,user
k6_bidder_122_2,pts_a1a7fa5ec2e496da991ce2931c3dfb298236d29bd941e309a7c14b687984cf60,user
k6_bidder_122_3,pts_cf9777cb6069b7fc82406b31a1de7f780d7cd532928fd77707c8fecb8bc23f53,user
k6_bidder_122_4,pts_9f81e3aaf75861c65fd5dee844a89b4e0ef9a3eddc6db71915386a314d7e5782,user
k6_bidder_122_5,pts_0dacdbdce9ba79492711e880e12b3ec4b1a1fd34aaf4ca066997a24ef35547e4,user
k6_bidder_122_6,pts_2bca55759f665243dc00b11f6d4ca03197859f679ecdfc744164d55f805d3b44,user
k6_bidder_123_0,pts_4cd4fb6e6c6429b3db2334a1807354fede7a7bd9987ef6b624030309cb3aa4cd,user
k6_bidder_123_1,pts_9007a96ea0c1fb040b61ce8896921ff1652c79259b87df36444c0c3fbac08507,user
k6_bidder_123_2,pts_1bfbf9bb4fe90951bf865ee850b2c9f2dcc96691ed2abcacaca641e6b0e294cf,user
k6_bidder_123_3,pts_65adfb0efe35ad1089c04305a4cf472df52f59e27fb08a384eee23e3b68dc8a5,user
k6_bidder_123_4,pts_fe19c9c5810ca3651874e2b0062cb57d90b1107acf2e82200b54b0750c0a3e7f,user
k6_bidder_123_5,pts_d7549aaaea6eaac4dcdb8299a6b76e875cace51e5bbab28bf688710ef75597f3,user
k6_bidder_123_6,pts_f179be49baea986294e3106a57bdc356bd6e29c1ef3d2deaba14e07fb595393b,user
k6_bidder_124_0,pts_49ae969b102cb274afaf44f63a86319c3ea5547b33be9d2d79f42b1225a9c1e4,user
k6_bidder_124_1,pts_5ef09b2844a10ead8d933462f39e7e55dcda0ea8827cc6a6bd677b884016437c,user
k6_bidder_124_2,pts_277688527a3d4b6af90ec4ce1e4b611fb5c3cbf4921e52806e3d2ea300992282,user
k6_bidder_124_3,pts_b5f516dc7358370b172bd59667dd1c9b5fd8d5d6c7e01e0f65219c1513ce310d,user
k6_bidder_124_4,pts_4c3ed570b5ee6b9aea88c25eccb5c27074441112ee0d2fa574ca5bce00a41bb6,user
k6_bidder_124_5,pts_7734b4030437f87bcdf99114cffcea87c8c18da47a77e0d3a0ff521179a64fce,user
k6_bidder_124_6,pts_4c6aded8f3abfb07c582a144256ee2dc436f0604e087d7bb5d78a380432331b7,user
k6_bidder_125_0,pts_ef01615285d843b7ba0e8efce7d3e184d3a66fd4f6b5a80a3125dcf032c3008f,user
k6_bidder_125_1,pts_d1034662cedecec78cc1bbcec6f90ded066f2979a2ccd4d619324a7443e602fb,user
k6_bidder_125_2,pts_e181afb705ac0b46166fe2fd71ae638dc49d233aaaf3b6b19d283808df188bcb,user
k6_bidder_125_3,pts_9856c909111ade52df94116f23ef0b6fe9125bcdbc90d8262c529eb028fa2eed,user
k6_bidder_125_4,pts_e5e29f43dcbe750a9335b02ec8ff70cd3cf4a4465508dc81e6d0cbd5ed978268,user
k6_bidder_125_5,pts_a5daf6dba8f1719f7d1d8f7a9a7652f562869af66dffee17e5f381107a2e57b6,user
k6_bidder_125_6,pts_4b17cfa02a5af7f001065fecdfd02154955b501dddf7ecc5511563fa2f3aa050,user
k6_bidder_126_0,pts_2a692157c2bf7f73582185852b2a2524d93d678eb76d6166f97a56c91fe1c1fc,user
k6_bidder_126_1,pts_9312d01c643819706d01d0610c15266c56a302ce8746b7c9685afe6dedeedff9,user
k6_bidder_126_2,pts_f9878dcaaad766e9471ccc049abdd956de3c431f7530074f109561633da80ec5,user
k6_bidder_126_3,pts_a79678d582d309d2cf8db26934a5efbb643249b620336a619202d97e4be87ae1,user
k6_bidder_126_4,pts_0b6486ef11bb19649044ee81ccb0eccf7ba5fa539327cf2ca8b25b21b81a16be,user
k6_bidder_126_5,pts_505d57fa8a8cc8f1becd2629b20b1d9eda1bd872d67ad36b33cb79fa6dd27b24,user
k6_bidder_126_6,pts_18b33ce884079e4b542eac52072c299883598b47d47fcc24c7379f2fe7ce8aa0,user
k6_bidder_127_0,pts_051a8b00deeb224cf7e0289293d7af7ab711ff1590609a4e6babc8df0c608a24,user
k6_bidder_127_1,pts_02fed0469ce599ad7dd6d29532b88be8cfcb8ee18fb2598dbdef48a7875e6ada,user
k6_bidder_127_2,pts_5d5d23930b310176ea50058e992a2e9859a3f64b73f24c2df35dc1a80a411356,user
k6_bidder_127_3,pts_1f435fca1b22392883e5ec478f2cb0fcc6beb41295d9c3176885d7a7112023c3,user
k6_bidder_127_4,pts_8c189096e88c34648649080b039bbc7e7307867056b454fd147e7bba0ace3982,user
k6_bidder_127_5,pts_0331c36ae6e0777f2f65339ce32b1e1375fdbf6dab9b4f61ec8021341be09ea9,user
k6_bidder_127_6,pts_ad14ba586bb3f61a395bbe31fa1896ae60f8f17e714474cd7c2c2cc81a537d02,user
k6_bidder_128_0,pts_ae1afce72b1ab44a678c8da9518890d58b1d23735c6b72ad57a7d4b22d5170a4,user
k6_bidder_128_1,pts_52ca8969fbe3299dbb660eddd3bd16a9d523405b45c9b05c3d68ca6c40b35298,user
k6_bidder_128_2,pts_97ada99374ac628801f0374a97f40210c3c838e94201479daf82599d7fdb0565,user
k6_bidder_128_3,pts_52458c13af9765b3dfa042817d041c6419ab4d61874a0077eed2ba7325d1fd44,user
k6_bidder_128_4,pts_02534fc96dc856d82f97c51c827303692cdb73025d7de01560442640cb0c60f6,user
k6_bidder_128_5,pts_11c9591b9c365709d4e03d0e0e5ad84fccdc8c190d5ac968937f01355a3f66c1,user
k6_bidder_128_6,pts_3d601a19d41abb905597180fc3b8c194904f864c2bd64c82f73dd634fb78491e,user
k6_bidder_129_0,pts_e0c8914048ab621222fd71d9d180d40bc0a0ee88f141e93bc643b4e672a4da94,user
k6_bidder_129_1,pts_1ce5964b5449beaf0073f27109f435682f3e9725289e401dc1d68e511a4f36a0,user
k6_bidder_129_2,pts_728569836e21c6865c1fd9eb0348fce11ef52fe18132b73652bb8d6851454c30,user
k6_bidder_129_3,pts_f36eb9bd12044d3f34ef58426dd7fe928373c2c06499ed184f66fd870c9984ee,user
k6_bidder_129_4,pts_14d71620590e823d2dc75d3f5bbb361df3ebf13ab42d55b8a7ed4a84f32b10d1,user
k6_bidder_129_5,pts_067d79c34afe844a1ce20883c82b756b1e36c75c814c38dc25904c2a4dadeb7f,user
k6_bidder_129_6,pts_7bff472648a0b52f227574e86631962f2981f1bcf8a3fdfe5eb32cc1f22ea3c3,user
k6_bidder_12_0,pts_fb9c397e1b942cb506fd77c558ef2113a702c0637742093003a66ba0bd798838,user
k6_bidder_12_1,pts_a085c6a1882ee205a42bd50990ba09a6b95287181f9e9ec06431c4344d1d6dee,user
k6_bidder_12_2,pts_f1f133abb4902dd13fbd599b3f520d852bcf684ba4f5dcfc6864467cf70e675e,user
k6_bidder_12_3,pts_6f0fc822bd778895b48e7477e6dac39358b5e7cfae3bc4338bccfdcae9bd6e4b,user
k6_bidder_12_4,pts_b7fd4ba3afc75edbeb5814aa1bd7f05340d141c7badec9a95ebaf61bf9c206f0,user
k6_bidder_12_5,pts_6541bf5137ce7f14ff07c83b6b549c574a6310d08047316b423276a1421999c0,user
k6_bidder_12_6,pts_d76ee3e2e17349a6019644a57a40b4b558841a0f2cbd548adb959ca2ae6c1c00,user
k6_bidder_130_0,pts_e16b9cd7cd57b5c4ce5e107814a7696277c30ec0d175efa1908fc5464237f2ee,user
k6_bidder_130_1,pts_14fef9321cfc5a0ecc4827ad1e6ad959d061265c0902457f545acc921f81500e,user
k6_bidder_130_2,pts_3be720bdc9f70257113490364f9df9758ffe5be201285acf7b2650c8e23f6601,user
k6_bidder_130_3,pts_3a116e4affc8155f23c67e14551db08bd2a5ffcb8e16e12a37fbfeee8881a576,user
k6_bidder_130_4,pts_401e6b0d6350ea6e129c62248d38099e23caf3ccb9406bc46c5308ea6bf9f145,user
k6_bidder_130_5,pts_c182084d5828261f83c1d3a183b9b9de38261962cf568993f1ad359af4fef69c,user
k6_bidder_130_6,pts_784e8961e7a1585d3356daac6914c398c02c4febb4021954f19c01fca585ac53,user
